pose_id,feature_id,x,y,z,sigma_x,sigma_y,sigma_z
2,158,0.86451,4.19703,1.43481,0.00300,0.00300,0.00300
2,161,1.44506,-1.41970,2.61980,0.00300,0.00300,0.00300
2,162,-2.28819,-0.18047,1.86879,0.00300,0.00300,0.00300
2,166,-0.02827,-3.35101,2.66468,0.00300,0.00300,0.00300
2,167,-2.30926,1.16793,0.90705,0.00300,0.00300,0.00300
2,168,-2.19325,-0.08301,-0.19147,0.00300,0.00300,0.00300
2,170,-0.18146,0.66675,1.19598,0.00300,0.00300,0.00300
2,171,1.10116,-1.33145,2.33252,0.00300,0.00300,0.00300
2,172,-1.73073,-0.42870,2.27628,0.00300,0.00300,0.00300
2,176,0.51367,-0.47392,-0.76309,0.00300,0.00300,0.00300
2,177,2.39609,-1.47041,0.88266,0.00300,0.00300,0.00300
2,180,-2.81406,0.82144,2.26191,0.00300,0.00300,0.00300
2,183,-0.71515,2.13575,3.02144,0.00300,0.00300,0.00300
2,185,-2.56655,1.01005,2.45623,0.00300,0.00300,0.00300
2,187,0.46098,0.11509,2.81238,0.00300,0.00300,0.00300
2,190,-2.15331,0.22392,2.82049,0.00300,0.00300,0.00300
2,195,-3.34313,1.72596,-0.76637,0.00300,0.00300,0.00300
2,196,-0.67897,-3.10665,2.18799,0.00300,0.00300,0.00300
2,202,-2.13946,-1.98931,-0.66875,0.00300,0.00300,0.00300
2,207,2.26286,1.28908,-0.80250,0.00300,0.00300,0.00300
2,208,-1.57108,3.60465,2.73691,0.00300,0.00300,0.00300
2,211,1.15741,-1.43844,2.39846,0.00300,0.00300,0.00300
2,212,-0.10223,-0.00717,2.84836,0.00300,0.00300,0.00300
2,217,1.93531,1.88821,1.03912,0.00300,0.00300,0.00300
2,218,-2.98358,4.73119,1.04031,0.00300,0.00300,0.00300
2,222,-0.43183,1.33307,2.53469,0.00300,0.00300,0.00300
2,227,-0.80364,2.49039,-0.99530,0.00300,0.00300,0.00300
2,232,2.33935,1.00396,-0.90519,0.00300,0.00300,0.00300
2,237,-2.27194,-1.38931,-1.13611,0.00300,0.00300,0.00300
2,241,3.88111,-3.14357,-0.78117,0.00300,0.00300,0.00300
2,242,-2.40746,0.70924,1.05586,0.00300,0.00300,0.00300
2,243,-3.57130,4.09149,0.16881,0.00300,0.00300,0.00300
2,245,-2.29639,-0.75096,3.03690,0.00300,0.00300,0.00300
2,247,0.96648,2.52702,-1.20177,0.00300,0.00300,0.00300
2,253,1.45235,2.14381,-0.95193,0.00300,0.00300,0.00300
2,257,-1.85532,0.21584,2.09785,0.00300,0.00300,0.00300
2,258,0.22052,3.77913,2.45321,0.00300,0.00300,0.00300
2,261,-0.91997,-1.39879,-1.27015,0.00300,0.00300,0.00300
2,262,-2.66820,0.73647,-0.00167,0.00300,0.00300,0.00300
2,267,-1.83652,-2.13006,0.64974,0.00300,0.00300,0.00300
2,268,-0.47001,4.91805,1.55930,0.00300,0.00300,0.00300
2,270,-4.43317,0.85798,1.00239,0.00300,0.00300,0.00300
2,272,1.03579,-2.40078,-0.77453,0.00300,0.00300,0.00300
2,276,3.35287,-1.66058,1.34584,0.00300,0.00300,0.00300
2,280,-2.08854,-2.34598,2.34235,0.00300,0.00300,0.00300
2,281,-0.16985,-4.78057,1.73316,0.00300,0.00300,0.00300
2,282,2.45260,-0.32982,1.43835,0.00300,0.00300,0.00300
2,286,2.71830,-5.24062,-0.07522,0.00300,0.00300,0.00300
2,287,-0.88281,1.00727,2.53485,0.00300,0.00300,0.00300
2,288,1.05470,1.49072,-1.18163,0.00300,0.00300,0.00300
2,292,-1.73984,-0.31270,2.07417,0.00300,0.00300,0.00300
2,293,1.29595,3.15419,1.56937,0.00300,0.00300,0.00300
2,296,2.54471,-4.83019,1.84416,0.00300,0.00300,0.00300
2,298,-0.18287,-0.04326,0.88748,0.00300,0.00300,0.00300
2,300,-2.13577,-1.73835,2.82473,0.00300,0.00300,0.00300
2,301,-0.76447,-1.29365,-0.88156,0.00300,0.00300,0.00300
2,303,-0.46002,0.30714,-1.10044,0.00300,0.00300,0.00300
2,306,2.24022,-3.70526,2.71702,0.00300,0.00300,0.00300
2,307,1.23856,-1.36259,2.17879,0.00300,0.00300,0.00300
2,312,-0.87357,2.54384,-0.40101,0.00300,0.00300,0.00300
2,317,0.34446,0.13654,2.91177,0.00300,0.00300,0.00300
2,320,-2.44810,-0.89912,3.03236,0.00300,0.00300,0.00300
2,322,2.79497,0.42797,-0.89782,0.00300,0.00300,0.00300
2,326,2.25958,-5.53558,0.78862,0.00300,0.00300,0.00300
2,327,-0.01928,0.00300,2.79445,0.00300,0.00300,0.00300
2,330,0.35645,0.21523,-0.37392,0.00300,0.00300,0.00300
2,331,1.91608,-1.26917,2.43218,0.00300,0.00300,0.00300
2,337,2.56948,0.51168,0.95354,0.00300,0.00300,0.00300
2,338,-1.65221,3.57373,2.92654,0.00300,0.00300,0.00300
2,342,-2.10483,1.47809,0.87100,0.00300,0.00300,0.00300
2,347,0.53384,-0.94840,2.64157,0.00300,0.00300,0.00300
2,348,-3.91515,3.41709,1.26518,0.00300,0.00300,0.00300
2,350,0.38702,-1.05447,0.30018,0.00300,0.00300,0.00300
2,351,1.17364,-1.64708,2.55811,0.00300,0.00300,0.00300
2,352,2.46988,-1.12424,-0.35090,0.00300,0.00300,0.00300
2,357,-1.23732,-1.06474,2.18321,0.00300,0.00300,0.00300
2,363,-3.13236,0.50379,-0.61233,0.00300,0.00300,0.00300
2,365,-2.02300,-1.12079,2.83521,0.00300,0.00300,0.00300
2,367,-2.09815,-1.55973,1.00500,0.00300,0.00300,0.00300
2,370,-3.72293,-3.12057,0.32684,0.00300,0.00300,0.00300
2,372,-0.11732,-0.03343,2.99090,0.00300,0.00300,0.00300
2,373,-4.21281,2.57311,-0.07303,0.00300,0.00300,0.00300
2,376,0.94831,-1.82985,2.64897,0.00300,0.00300,0.00300
2,377,0.16174,0.92227,2.81889,0.00300,0.00300,0.00300
2,378,-0.00269,2.97624,2.76178,0.00300,0.00300,0.00300
2,382,2.02264,-1.99789,-0.65443,0.00300,0.00300,0.00300
2,383,0.48497,4.33780,-0.99170,0.00300,0.00300,0.00300
2,386,1.48048,-5.68438,0.22400,0.00300,0.00300,0.00300
2,387,-0.96219,-0.09091,2.72719,0.00300,0.00300,0.00300
2,391,3.35679,-1.30361,0.41763,0.00300,0.00300,0.00300
2,392,-1.06320,0.21937,2.79174,0.00300,0.00300,0.00300
2,397,-0.11497,-0.77780,2.69778,0.00300,0.00300,0.00300
2,400,-4.06503,-2.78481,0.56918,0.00300,0.00300,0.00300
3,3,-2.60273,1.06472,-0.92863,0.00300,0.00300,0.00300
3,5,2.87723,1.99414,2.76738,0.00300,0.00300,0.00300
3,7,0.51049,2.89548,2.64624,0.00300,0.00300,0.00300
3,8,2.37593,-1.17507,-1.06741,0.00300,0.00300,0.00300
3,12,-1.28648,4.84601,-0.89930,0.00300,0.00300,0.00300
3,13,-0.59403,1.40427,2.26353,0.00300,0.00300,0.00300
3,15,0.58721,1.58422,1.52584,0.00300,0.00300,0.00300
3,18,0.88373,2.03272,1.70145,0.00300,0.00300,0.00300
3,22,-0.72796,2.21713,2.24443,0.00300,0.00300,0.00300
3,23,2.38985,-0.92191,1.22173,0.00300,0.00300,0.00300
3,24,2.43966,-1.37427,1.88045,0.00300,0.00300,0.00300
3,25,4.20261,1.73732,2.30676,0.00300,0.00300,0.00300
3,28,-0.15808,1.84200,2.35029,0.00300,0.00300,0.00300
3,30,1.98916,4.88428,-0.79755,0.00300,0.00300,0.00300
3,33,-1.76280,-0.03719,2.17075,0.00300,0.00300,0.00300
3,35,0.15301,2.61394,-0.51045,0.00300,0.00300,0.00300
3,38,2.06938,-1.03554,1.72839,0.00300,0.00300,0.00300
3,39,4.65649,-5.83008,0.93759,0.00300,0.00300,0.00300
3,40,2.83747,2.28983,2.72888,0.00300,0.00300,0.00300
3,43,-1.46826,-2.42620,0.05032,0.00300,0.00300,0.00300
3,44,3.37505,-3.99555,3.04933,0.00300,0.00300,0.00300
3,48,2.47761,-1.14175,0.05220,0.00300,0.00300,0.00300
3,49,4.50247,-2.27008,1.99711,0.00300,0.00300,0.00300
3,53,0.98688,-0.99269,2.54387,0.00300,0.00300,0.00300
3,59,2.00084,-3.23728,2.89640,0.00300,0.00300,0.00300
3,62,-0.35892,3.69420,2.33576,0.00300,0.00300,0.00300
3,63,0.29224,0.58741,2.69153,0.00300,0.00300,0.00300
3,68,1.13247,2.47243,0.77923,0.00300,0.00300,0.00300
3,69,2.16585,-1.09126,0.56924,0.00300,0.00300,0.00300
3,73,2.24470,1.33415,1.00977,0.00300,0.00300,0.00300
3,74,1.07741,-5.65395,-0.78995,0.00300,0.00300,0.00300
3,75,0.37384,1.96467,1.38712,0.00300,0.00300,0.00300
3,77,0.78098,3.31535,2.76868,0.00300,0.00300,0.00300
3,78,1.41227,-2.21701,-0.88085,0.00300,0.00300,0.00300
3,79,3.81293,-2.19746,2.38187,0.00300,0.00300,0.00300
3,84,2.19059,-6.08352,1.18973,0.00300,0.00300,0.00300
3,85,4.90171,1.77687,1.90616,0.00300,0.00300,0.00300
3,88,-0.37386,1.38133,2.33943,0.00300,0.00300,0.00300
3,89,3.12477,-3.59156,2.96239,0.00300,0.00300,0.00300
3,90,4.41896,2.63542,2.17573,0.00300,0.00300,0.00300
3,92,1.21711,4.67763,1.95622,0.00300,0.00300,0.00300
3,93,-0.49991,-1.03076,2.57810,0.00300,0.00300,0.00300
3,98,2.64955,-0.67381,-1.22541,0.00300,0.00300,0.00300
3,99,5.53617,-3.51023,1.72865,0.00300,0.00300,0.00300
3,102,2.55654,0.93044,-0.48344,0.00300,0.00300,0.00300
3,103,-1.09921,-1.83405,1.78425,0.00300,0.00300,0.00300
3,105,2.56360,5.00256,0.07444,0.00300,0.00300,0.00300
3,107,-1.55631,4.25374,-1.36563,0.00300,0.00300,0.00300
3,108,1.07044,-2.64783,-0.72036,0.00300,0.00300,0.00300
3,109,3.47709,-4.15849,2.93256,0.00300,0.00300,0.00300
3,110,2.79093,2.08252,2.73460,0.00300,0.00300,0.00300
3,113,1.55539,-1.34896,2.05427,0.00300,0.00300,0.00300
3,115,2.79766,2.19623,2.93912,0.00300,0.00300,0.00300
3,118,-2.08192,-1.73206,-0.10131,0.00300,0.00300,0.00300
3,119,4.37398,-1.89450,1.73423,0.00300,0.00300,0.00300
3,122,2.42587,3.88045,1.67257,0.00300,0.00300,0.00300
3,123,-0.15140,-2.65660,-0.66410,0.00300,0.00300,0.00300
3,124,4.43477,-1.41286,0.98416,0.00300,0.00300,0.00300
3,128,2.58845,0.91529,0.75100,0.00300,0.00300,0.00300
3,130,3.87424,1.24928,2.36669,0.00300,0.00300,0.00300
3,133,-2.38276,1.77264,-0.25313,0.00300,0.00300,0.00300
3,137,-1.02882,4.17796,1.73949,0.00300,0.00300,0.00300
3,138,-0.07320,1.49425,2.44311,0.00300,0.00300,0.00300
3,140,1.27386,4.45866,0.40824,0.00300,0.00300,0.00300
3,143,1.67921,-2.46777,-0.13508,0.00300,0.00300,0.00300
3,145,4.16978,2.63254,2.40733,0.00300,0.00300,0.00300
3,149,4.27113,-2.91749,2.78579,0.00300,0.00300,0.00300
3,150,5.53531,2.64362,0.54295,0.00300,0.00300,0.00300
3,153,-1.91369,-1.77573,-1.18875,0.00300,0.00300,0.00300
3,154,5.81385,-4.13660,-0.85923,0.00300,0.00300,0.00300
3,158,-2.67607,-0.01505,1.25075,0.00300,0.00300,0.00300
3,164,2.40743,-3.18917,2.81424,0.00300,0.00300,0.00300
3,165,1.46899,4.41745,-1.28048,0.00300,0.00300,0.00300
3,168,2.34664,1.63984,-0.29609,0.00300,0.00300,0.00300
3,172,2.12612,2.20575,2.16731,0.00300,0.00300,0.00300
3,173,1.15989,1.35352,2.14654,0.00300,0.00300,0.00300
3,174,2.82986,-1.42471,1.59765,0.00300,0.00300,0.00300
3,177,-0.56590,5.46797,0.73976,0.00300,0.00300,0.00300
3,178,-2.31862,-1.56220,-0.80129,0.00300,0.00300,0.00300
3,180,2.26823,0.54857,2.16428,0.00300,0.00300,0.00300
3,183,-0.20923,0.72023,2.88349,0.00300,0.00300,0.00300
3,184,5.65640,-3.80677,-1.09879,0.00300,0.00300,0.00300
3,185,1.96417,0.54693,2.34923,0.00300,0.00300,0.00300
3,187,0.03543,3.04938,2.67288,0.00300,0.00300,0.00300
3,190,2.08545,1.42503,2.71700,0.00300,0.00300,0.00300
3,198,-0.37502,-0.10690,2.68681,0.00300,0.00300,0.00300
3,199,5.56686,-3.69663,-1.02893,0.00300,0.00300,0.00300
3,200,3.07546,-0.09520,1.80831,0.00300,0.00300,0.00300
3,203,-0.35807,-1.99944,1.89990,0.00300,0.00300,0.00300
3,208,-0.37235,-0.96998,2.59382,0.00300,0.00300,0.00300
3,215,5.47975,3.12093,-0.29857,0.00300,0.00300,0.00300
3,217,-2.17962,2.48444,0.87040,0.00300,0.00300,0.00300
3,218,0.13220,-2.70967,0.89618,0.00300,0.00300,0.00300
3,219,1.64423,-2.00873,1.70592,0.00300,0.00300,0.00300
3,220,3.38587,2.41215,2.69908,0.00300,0.00300,0.00300
3,224,4.43415,-1.92703,1.74127,0.00300,0.00300,0.00300
3,225,3.58937,2.66915,2.65875,0.00300,0.00300,0.00300
3,227,-0.28189,0.38861,-1.13612,0.00300,0.00300,0.00300
3,228,2.00561,2.21147,0.08709,0.00300,0.00300,0.00300
3,229,0.37994,-4.88041,0.20910,0.00300,0.00300,0.00300
3,232,-1.95417,3.43809,-1.06766,0.00300,0.00300,0.00300
3,233,-1.04164,-2.26356,1.10662,0.00300,0.00300,0.00300
3,234,0.84870,-2.12168,-0.48108,0.00300,0.00300,0.00300
3,237,3.19123,2.66341,-1.21958,0.00300,0.00300,0.00300
3,238,-1.96120,1.68127,1.51000,0.00300,0.00300,0.00300
3,240,2.87562,1.93066,2.71927,0.00300,0.00300,0.00300
3,242,2.03154,0.88680,0.95245,0.00300,0.00300,0.00300
3,243,1.00010,-2.54549,0.04484,0.00300,0.00300,0.00300
3,248,-0.45793,-2.34721,1.44227,0.00300,0.00300,0.00300
3,250,2.00825,3.05165,2.46705,0.00300,0.00300,0.00300
3,253,-1.90021,1.99458,-1.11896,0.00300,0.00300,0.00300
3,254,2.97728,-2.43885,2.57724,0.00300,0.00300,0.00300
3,258,-1.91758,-0.06102,2.28816,0.00300,0.00300,0.00300
3,260,3.91919,1.10923,2.34124,0.00300,0.00300,0.00300
3,262,2.24087,0.70124,-0.10052,0.00300,0.00300,0.00300
3,264,2.78594,-4.02560,2.88379,0.00300,0.00300,0.00300
3,265,2.70045,-0.45777,0.99936,0.00300,0.00300,0.00300
3,268,-2.01924,-1.38426,1.39716,0.00300,0.00300,0.00300
3,269,3.11021,-3.82137,3.04791,0.00300,0.00300,0.00300
3,273,-0.07403,0.70970,2.79630,0.00300,0.00300,0.00300
3,275,1.79059,1.38775,2.63670,0.00300,0.00300,0.00300
3,278,1.30725,2.31009,-0.78631,0.00300,0.00300,0.00300
3,280,3.54479,3.54347,2.26348,0.00300,0.00300,0.00300
3,285,1.45692,1.54757,2.39118,0.00300,0.00300,0.00300
3,287,0.60166,1.53395,2.40764,0.00300,0.00300,0.00300
3,288,-1.19598,2.29001,-1.33687,0.00300,0.00300,0.00300
3,290,5.07127,3.72530,0.72169,0.00300,0.00300,0.00300
3,293,-2.41346,1.08070,1.39161,0.00300,0.00300,0.00300
3,295,2.89030,1.09659,2.51214,0.00300,0.00300,0.00300
3,298,0.66810,2.79507,0.75505,0.00300,0.00300,0.00300
3,303,0.72628,2.34857,-1.22613,0.00300,0.00300,0.00300
3,304,2.98947,-2.37001,2.54719,0.00300,0.00300,0.00300
3,314,4.83333,-1.68604,1.03004,0.00300,0.00300,0.00300
3,317,0.10658,2.96245,2.78146,0.00300,0.00300,0.00300
3,318,1.26174,2.37347,0.46962,0.00300,0.00300,0.00300
3,319,2.83111,-4.30739,2.84342,0.00300,0.00300,0.00300
3,324,2.31673,-3.55226,2.76466,0.00300,0.00300,0.00300
3,327,0.47961,2.86442,2.67168,0.00300,0.00300,0.00300
3,328,1.55613,0.87880,2.38716,0.00300,0.00300,0.00300
3,330,0.10757,2.90760,-0.50458,0.00300,0.00300,0.00300
3,333,0.93157,0.19897,2.78971,0.00300,0.00300,0.00300
3,335,2.46758,1.84927,2.80269,0.00300,0.00300,0.00300
3,337,-1.88035,3.96853,0.79135,0.00300,0.00300,0.00300
3,338,-0.29181,-0.99092,2.78126,0.00300,0.00300,0.00300
3,345,1.63352,0.49437,1.88273,0.00300,0.00300,0.00300
3,348,1.65744,-2.19962,1.15352,0.00300,0.00300,0.00300
3,350,0.81493,3.95324,0.18293,0.00300,0.00300,0.00300
3,355,1.49046,3.86895,1.85449,0.00300,0.00300,0.00300
3,357,2.10596,3.00544,2.08163,0.00300,0.00300,0.00300
3,358,0.83547,1.68019,2.28284,0.00300,0.00300,0.00300
3,360,1.64338,4.24794,1.15388,0.00300,0.00300,0.00300
3,363,2.75467,0.62559,-0.71145,0.00300,0.00300,0.00300
3,364,2.89442,-3.83957,3.02364,0.00300,0.00300,0.00300
3,370,5.35490,3.21410,0.27352,0.00300,0.00300,0.00300
3,373,2.40963,-1.68884,-0.17713,0.00300,0.00300,0.00300
3,375,4.46658,0.51873,1.71320,0.00300,0.00300,0.00300
3,378,-1.27707,0.45988,2.60344,0.00300,0.00300,0.00300
3,383,-2.41187,-0.35241,-1.16291,0.00300,0.00300,0.00300
3,387,1.30702,2.37730,2.60846,0.00300,0.00300,0.00300
3,388,0.60108,2.66026,0.10186,0.00300,0.00300,0.00300
3,390,3.33152,1.83022,2.88202,0.00300,0.00300,0.00300
3,394,5.57614,-4.51446,1.31768,0.00300,0.00300,0.00300
4,13,-1.26127,6.15598,2.17276,0.00300,0.00300,0.00300
4,24,0.37942,2.38876,1.73662,0.00300,0.00300,0.00300
4,38,0.17620,2.84612,1.59996,0.00300,0.00300,0.00300
4,39,0.57556,-2.58033,0.77735,0.00300,0.00300,0.00300
4,44,0.18074,-0.40054,2.90373,0.00300,0.00300,0.00300
4,48,0.47075,2.58462,-0.09384,0.00300,0.00300,0.00300
4,49,1.90265,0.72129,1.82436,0.00300,0.00300,0.00300
4,59,-0.76250,0.85533,2.76773,0.00300,0.00300,0.00300
